year,state,gender,statistic,gross_income_euros
2017,"Madrid, Comunidad de",female,upper_quartile,30691.77
2016,"Madrid, Comunidad de",female,upper_quartile,30000.0
2015,"Madrid, Comunidad de",female,upper_quartile,29977.47
2014,"Madrid, Comunidad de",female,upper_quartile,30072.78
2013,"Madrid, Comunidad de",female,upper_quartile,29358.58
2012,"Madrid, Comunidad de",female,upper_quartile,29026.47
2011,"Madrid, Comunidad de",female,upper_quartile,28736.66
2010,"Madrid, Comunidad de",female,upper_quartile,28789.2
2009,"Madrid, Comunidad de",female,upper_quartile,27994.3
2008,"Madrid, Comunidad de",female,upper_quartile,27719.89
2017,"Madrid, Comunidad de",female,90th_percentile,45093.89
2016,"Madrid, Comunidad de",female,90th_percentile,44087.69
2015,"Madrid, Comunidad de",female,90th_percentile,44333.1
2014,"Madrid, Comunidad de",female,90th_percentile,44066.81
2013,"Madrid, Comunidad de",female,90th_percentile,43720.54
2012,"Madrid, Comunidad de",female,90th_percentile,43196.05
2011,"Madrid, Comunidad de",female,90th_percentile,41987.23
2010,"Madrid, Comunidad de",female,90th_percentile,41447.27
2009,"Madrid, Comunidad de",female,90th_percentile,41205.74
2008,"Madrid, Comunidad de",female,90th_percentile,40719.2
2017,"Madrid, Comunidad de",male,mean,29910.43
2016,"Madrid, Comunidad de",male,mean,29111.2
2015,"Madrid, Comunidad de",male,mean,29314.09
2014,"Madrid, Comunidad de",male,mean,29734.23
2013,"Madrid, Comunidad de",male,mean,29224.3
2012,"Madrid, Comunidad de",male,mean,29116.2
2011,"Madrid, Comunidad de",male,mean,28896.67
2010,"Madrid, Comunidad de",male,mean,29016.28
2009,"Madrid, Comunidad de",male,mean,29333.06
2008,"Madrid, Comunidad de",male,mean,28228.42
2017,"Madrid, Comunidad de",male,10th_percentile,12026.24
2016,"Madrid, Comunidad de",male,10th_percentile,11168.75
2015,"Madrid, Comunidad de",male,10th_percentile,11122.08
2014,"Madrid, Comunidad de",male,10th_percentile,10345.91
2013,"Madrid, Comunidad de",male,10th_percentile,10415.22
2012,"Madrid, Comunidad de",male,10th_percentile,10974.0
2011,"Madrid, Comunidad de",male,10th_percentile,11037.96
2010,"Madrid, Comunidad de",male,10th_percentile,12030.09
2009,"Madrid, Comunidad de",male,10th_percentile,11839.56
2008,"Madrid, Comunidad de",male,10th_percentile,11453.0
2017,"Madrid, Comunidad de",male,lower_quartile,16477.3
2016,"Madrid, Comunidad de",male,lower_quartile,15889.39
2015,"Madrid, Comunidad de",male,lower_quartile,15999.84
2014,"Madrid, Comunidad de",male,lower_quartile,16169.88
2013,"Madrid, Comunidad de",male,lower_quartile,16003.54
2012,"Madrid, Comunidad de",male,lower_quartile,16338.12
2011,"Madrid, Comunidad de",male,lower_quartile,16284.24
2010,"Madrid, Comunidad de",male,lower_quartile,16650.2
2009,"Madrid, Comunidad de",male,lower_quartile,16422.0
2008,"Madrid, Comunidad de",male,lower_quartile,15897.87
2017,"Madrid, Comunidad de",male,median,23704.0
2016,"Madrid, Comunidad de",male,median,23368.24
2015,"Madrid, Comunidad de",male,median,23478.83
2014,"Madrid, Comunidad de",male,median,24238.32
2013,"Madrid, Comunidad de",male,median,24000.06
2012,"Madrid, Comunidad de",male,median,24178.37
2011,"Madrid, Comunidad de",male,median,23755.2
2010,"Madrid, Comunidad de",male,median,23662.92
2009,"Madrid, Comunidad de",male,median,23526.93
2008,"Madrid, Comunidad de",male,median,22633.84
2017,"Madrid, Comunidad de",male,upper_quartile,37524.86
2016,"Madrid, Comunidad de",male,upper_quartile,37121.73
2015,"Madrid, Comunidad de",male,upper_quartile,37020.02
2014,"Madrid, Comunidad de",male,upper_quartile,37789.86
2013,"Madrid, Comunidad de",male,upper_quartile,37329.51
2012,"Madrid, Comunidad de",male,upper_quartile,37234.04
2011,"Madrid, Comunidad de",male,upper_quartile,37146.25
2010,"Madrid, Comunidad de",male,upper_quartile,36000.02
2009,"Madrid, Comunidad de",male,upper_quartile,37212.94
2008,"Madrid, Comunidad de",male,upper_quartile,35649.96
2017,"Madrid, Comunidad de",male,90th_percentile,54674.86
2016,"Madrid, Comunidad de",male,90th_percentile,54266.69
2015,"Madrid, Comunidad de",male,90th_percentile,53873.09
2014,"Madrid, Comunidad de",male,90th_percentile,54979.32
2013,"Madrid, Comunidad de",male,90th_percentile,54635.59
2012,"Madrid, Comunidad de",male,90th_percentile,53378.31
2011,"Madrid, Comunidad de",male,90th_percentile,53382.21
2010,"Madrid, Comunidad de",male,90th_percentile,52372.28
2009,"Madrid, Comunidad de",male,90th_percentile,54461.91
2008,"Madrid, Comunidad de",male,90th_percentile,52686.37
2017,"Murcia, Región de",both,mean,21309.22
2016,"Murcia, Región de",both,mean,21242.5
2015,"Murcia, Región de",both,mean,20928.98
2014,"Murcia, Región de",both,mean,20717.07
2013,"Murcia, Región de",both,mean,20449.83
2012,"Murcia, Región de",both,mean,20682.01
2011,"Murcia, Región de",both,mean,21077.49
2010,"Murcia, Región de",both,mean,20863.37
2009,"Murcia, Región de",both,mean,20430.4
2008,"Murcia, Región de",both,mean,18911.75
2017,"Murcia, Región de",both,10th_percentile,7736.02
2016,"Murcia, Región de",both,10th_percentile,7567.09
2015,"Murcia, Región de",both,10th_percentile,7000.71
2014,"Murcia, Región de",both,10th_percentile,6893.23
2013,"Murcia, Región de",both,10th_percentile,6788.11
2012,"Murcia, Región de",both,10th_percentile,6926.64
2011,"Murcia, Región de",both,10th_percentile,7689.32
2010,"Murcia, Región de",both,10th_percentile,7481.65
2009,"Murcia, Región de",both,10th_percentile,7907.43
2008,"Murcia, Región de",both,10th_percentile,7895.09
2017,"Murcia, Región de",both,lower_quartile,12970.82
2016,"Murcia, Región de",both,lower_quartile,12265.37
2015,"Murcia, Región de",both,lower_quartile,12402.24
2014,"Murcia, Región de",both,lower_quartile,12437.58
2013,"Murcia, Región de",both,lower_quartile,11717.17
2012,"Murcia, Región de",both,lower_quartile,12444.96
2011,"Murcia, Región de",both,lower_quartile,12531.12
2010,"Murcia, Región de",both,lower_quartile,12589.39
2009,"Murcia, Región de",both,lower_quartile,12492.0
2008,"Murcia, Región de",both,lower_quartile,12270.02
2017,"Murcia, Región de",both,median,18004.27
2016,"Murcia, Región de",both,median,17551.8
2015,"Murcia, Región de",both,median,17669.43
2014,"Murcia, Región de",both,median,17459.44
2013,"Murcia, Región de",both,median,17401.72
2012,"Murcia, Región de",both,median,17650.5
2011,"Murcia, Región de",both,median,17783.88
2010,"Murcia, Región de",both,median,17436.29
2009,"Murcia, Región de",both,median,17243.78
2008,"Murcia, Región de",both,median,16321.96
2017,"Murcia, Región de",both,upper_quartile,25903.69
2016,"Murcia, Región de",both,upper_quartile,25965.86
2015,"Murcia, Región de",both,upper_quartile,25534.01
2014,"Murcia, Región de",both,upper_quartile,26037.36
2013,"Murcia, Región de",both,upper_quartile,24994.32
2012,"Murcia, Región de",both,upper_quartile,25376.92
2011,"Murcia, Región de",both,upper_quartile,25639.05
2010,"Murcia, Región de",both,upper_quartile,24931.06
2009,"Murcia, Región de",both,upper_quartile,25574.89
2008,"Murcia, Región de",both,upper_quartile,22772.06
2017,"Murcia, Región de",both,90th_percentile,37636.3
2016,"Murcia, Región de",both,90th_percentile,38678.57
2015,"Murcia, Región de",both,90th_percentile,37760.04
2014,"Murcia, Región de",both,90th_percentile,37981.42
2013,"Murcia, Región de",both,90th_percentile,37364.14
2012,"Murcia, Región de",both,90th_percentile,37008.77
2011,"Murcia, Región de",both,90th_percentile,37830.95
2010,"Murcia, Región de",both,90th_percentile,37678.29
2009,"Murcia, Región de",both,90th_percentile,37198.28
2008,"Murcia, Región de",both,90th_percentile,32830.11
2017,"Murcia, Región de",female,mean,18048.37
2016,"Murcia, Región de",female,mean,18033.05
2015,"Murcia, Región de",female,mean,17540.27
2014,"Murcia, Región de",female,mean,17500.99
2013,"Murcia, Región de",female,mean,16957.29
2012,"Murcia, Región de",female,mean,17457.52
2011,"Murcia, Región de",female,mean,18053.61
2010,"Murcia, Región de",female,mean,17838.28
2009,"Murcia, Región de",female,mean,17384.95
2008,"Murcia, Región de",female,mean,16020.2
2017,"Murcia, Región de",female,10th_percentile,6199.53
2016,"Murcia, Región de",female,10th_percentile,5901.48
2015,"Murcia, Región de",female,10th_percentile,5382.84
2014,"Murcia, Región de",female,10th_percentile,5776.65
2013,"Murcia, Región de",female,10th_percentile,5368.82
2012,"Murcia, Región de",female,10th_percentile,5704.52
2011,"Murcia, Región de",female,10th_percentile,5990.53
2010,"Murcia, Región de",female,10th_percentile,5976.39
2009,"Murcia, Región de",female,10th_percentile,6513.9
2008,"Murcia, Región de",female,10th_percentile,6147.52
2017,"Murcia, Región de",female,lower_quartile,10263.83
2016,"Murcia, Región de",female,lower_quartile,9621.41
2015,"Murcia, Región de",female,lower_quartile,9325.93
2014,"Murcia, Región de",female,lower_quartile,9643.97
2013,"Murcia, Región de",female,lower_quartile,9034.0
2012,"Murcia, Región de",female,lower_quartile,9589.28
2011,"Murcia, Región de",female,lower_quartile,10189.79
2010,"Murcia, Región de",female,lower_quartile,10212.36
2009,"Murcia, Región de",female,lower_quartile,9567.77
2008,"Murcia, Región de",female,lower_quartile,9322.44
2017,"Murcia, Región de",female,median,14803.44
2016,"Murcia, Región de",female,median,14437.37
2015,"Murcia, Región de",female,median,14294.84
2014,"Murcia, Región de",female,median,14269.14
2013,"Murcia, Región de",female,median,14055.89
2012,"Murcia, Región de",female,median,14781.92
2011,"Murcia, Región de",female,median,15296.02
2010,"Murcia, Región de",female,median,14562.5
2009,"Murcia, Región de",female,median,14140.0
2008,"Murcia, Región de",female,median,13626.31
2017,"Murcia, Región de",female,upper_quartile,22802.34
2016,"Murcia, Región de",female,upper_quartile,23562.6
2015,"Murcia, Región de",female,upper_quartile,22602.96
2014,"Murcia, Región de",female,upper_quartile,22649.38
2013,"Murcia, Región de",female,upper_quartile,21962.41
2012,"Murcia, Región de",female,upper_quartile,22360.07
2011,"Murcia, Región de",female,upper_quartile,22910.49
2010,"Murcia, Región de",female,upper_quartile,21813.52
2009,"Murcia, Región de",female,upper_quartile,22295.6
2008,"Murcia, Región de",female,upper_quartile,20421.27
2017,"Murcia, Región de",female,90th_percentile,33513.37
2016,"Murcia, Región de",female,90th_percentile,34632.29
2015,"Murcia, Región de",female,90th_percentile,34236.47
2014,"Murcia, Región de",female,90th_percentile,33381.38
2013,"Murcia, Región de",female,90th_percentile,31746.83
2012,"Murcia, Región de",female,90th_percentile,31905.82
2011,"Murcia, Región de",female,90th_percentile,32153.26
2010,"Murcia, Región de",female,90th_percentile,32576.81
2009,"Murcia, Región de",female,90th_percentile,33445.38
2008,"Murcia, Región de",female,90th_percentile,29881.2
2017,"Murcia, Región de",male,mean,24009.22
2016,"Murcia, Región de",male,mean,23947.99
2015,"Murcia, Región de",male,mean,23773.09
2014,"Murcia, Región de",male,mean,23419.03
2013,"Murcia, Región de",male,mean,23428.23
2012,"Murcia, Región de",male,mean,23487.03
2011,"Murcia, Región de",male,mean,23460.47
2010,"Murcia, Región de",male,mean,23482.48
2009,"Murcia, Región de",male,mean,22628.62
2008,"Murcia, Región de",male,mean,21174.93
2017,"Murcia, Región de",male,10th_percentile,11416.97
2016,"Murcia, Región de",male,10th_percentile,10692.82
2015,"Murcia, Región de",male,10th_percentile,11655.43
2014,"Murcia, Región de",male,10th_percentile,10140.18
2013,"Murcia, Región de",male,10th_percentile,10262.52
2012,"Murcia, Región de",male,10th_percentile,10310.04
2011,"Murcia, Región de",male,10th_percentile,10436.28
2010,"Murcia, Región de",male,10th_percentile,11644.6
2009,"Murcia, Región de",male,10th_percentile,10827.66
2008,"Murcia, Región de",male,10th_percentile,11766.93
2017,"Murcia, Región de",male,lower_quartile,15893.25
2016,"Murcia, Región de",male,lower_quartile,14717.85
2015,"Murcia, Región de",male,lower_quartile,15338.5
2014,"Murcia, Región de",male,lower_quartile,14757.0
2013,"Murcia, Región de",male,lower_quartile,14757.89
2012,"Murcia, Región de",male,lower_quartile,14909.5
2011,"Murcia, Región de",male,lower_quartile,14720.77
2010,"Murcia, Región de",male,lower_quartile,14977.48
2009,"Murcia, Región de",male,lower_quartile,14926.58
2008,"Murcia, Región de",male,lower_quartile,14704.93
2017,"Murcia, Región de",male,median,20015.75
2016,"Murcia, Región de",male,median,19568.38
2015,"Murcia, Región de",male,median,19485.36
2014,"Murcia, Región de",male,median,19407.09
2013,"Murcia, Región de",male,median,19430.9
2012,"Murcia, Región de",male,median,19258.53
2011,"Murcia, Región de",male,median,19155.1
2010,"Murcia, Región de",male,median,19343.5
2009,"Murcia, Región de",male,median,18578.36
2008,"Murcia, Región de",male,median,17602.94
2017,"Murcia, Región de",male,upper_quartile,28325.94
2016,"Murcia, Región de",male,upper_quartile,28740.68
2015,"Murcia, Región de",male,upper_quartile,28303.12
2014,"Murcia, Región de",male,upper_quartile,29252.76
2013,"Murcia, Región de",male,upper_quartile,27694.77
2012,"Murcia, Región de",male,upper_quartile,27938.72
2011,"Murcia, Región de",male,upper_quartile,28056.39
2010,"Murcia, Región de",male,upper_quartile,27926.66
2009,"Murcia, Región de",male,upper_quartile,27868.92
2008,"Murcia, Región de",male,upper_quartile,24952.73
2017,"Murcia, Región de",male,90th_percentile,40646.79
2016,"Murcia, Región de",male,90th_percentile,42178.15
2015,"Murcia, Región de",male,90th_percentile,40723.23
2014,"Murcia, Región de",male,90th_percentile,40977.94
2013,"Murcia, Región de",male,90th_percentile,40841.35
2012,"Murcia, Región de",male,90th_percentile,41725.21
2011,"Murcia, Región de",male,90th_percentile,41880.92
2010,"Murcia, Región de",male,90th_percentile,40975.94
2009,"Murcia, Región de",male,90th_percentile,39885.77
2008,"Murcia, Región de",male,90th_percentile,35942.78
2017,"Navarra, Comunidad Foral de",both,mean,26329.79
2016,"Navarra, Comunidad Foral de",both,mean,25468.38
2015,"Navarra, Comunidad Foral de",both,mean,24863.98
2014,"Navarra, Comunidad Foral de",both,mean,24700.78
2013,"Navarra, Comunidad Foral de",both,mean,23836.93
2012,"Navarra, Comunidad Foral de",both,mean,23784.38
2011,"Navarra, Comunidad Foral de",both,mean,24384.92
2010,"Navarra, Comunidad Foral de",both,mean,23824.88
2009,"Navarra, Comunidad Foral de",both,mean,23657.71
2008,"Navarra, Comunidad Foral de",both,mean,23342.74
2017,"Navarra, Comunidad Foral de",both,10th_percentile,10059.23
2016,"Navarra, Comunidad Foral de",both,10th_percentile,9390.12
2015,"Navarra, Comunidad Foral de",both,10th_percentile,8720.64
2014,"Navarra, Comunidad Foral de",both,10th_percentile,9363.55
2013,"Navarra, Comunidad Foral de",both,10th_percentile,8114.18
2012,"Navarra, Comunidad Foral de",both,10th_percentile,8228.46
2011,"Navarra, Comunidad Foral de",both,10th_percentile,8950.65
2010,"Navarra, Comunidad Foral de",both,10th_percentile,9104.65
2009,"Navarra, Comunidad Foral de",both,10th_percentile,8553.84
2008,"Navarra, Comunidad Foral de",both,10th_percentile,9036.69
2017,"Navarra, Comunidad Foral de",both,lower_quartile,16530.41
2016,"Navarra, Comunidad Foral de",both,lower_quartile,15700.74
2015,"Navarra, Comunidad Foral de",both,lower_quartile,15145.36
2014,"Navarra, Comunidad Foral de",both,lower_quartile,15725.64
2013,"Navarra, Comunidad Foral de",both,lower_quartile,14543.12
2012,"Navarra, Comunidad Foral de",both,lower_quartile,15083.7
2011,"Navarra, Comunidad Foral de",both,lower_quartile,15921.13
2010,"Navarra, Comunidad Foral de",both,lower_quartile,15233.56
2009,"Navarra, Comunidad Foral de",both,lower_quartile,16032.66
2008,"Navarra, Comunidad Foral de",both,lower_quartile,15445.79
2017,"Navarra, Comunidad Foral de",both,median,23450.74
2016,"Navarra, Comunidad Foral de",both,median,22578.2
2015,"Navarra, Comunidad Foral de",both,median,22423.62
2014,"Navarra, Comunidad Foral de",both,median,22258.27
2013,"Navarra, Comunidad Foral de",both,median,21360.9
2012,"Navarra, Comunidad Foral de",both,median,21476.76
2011,"Navarra, Comunidad Foral de",both,median,22511.4
2010,"Navarra, Comunidad Foral de",both,median,21633.28
2009,"Navarra, Comunidad Foral de",both,median,21482.41
2008,"Navarra, Comunidad Foral de",both,median,21369.54
2017,"Navarra, Comunidad Foral de",both,upper_quartile,33107.34
2016,"Navarra, Comunidad Foral de",both,upper_quartile,32568.29
2015,"Navarra, Comunidad Foral de",both,upper_quartile,31787.37
2014,"Navarra, Comunidad Foral de",both,upper_quartile,31237.01
2013,"Navarra, Comunidad Foral de",both,upper_quartile,30567.15
2012,"Navarra, Comunidad Foral de",both,upper_quartile,30476.01
2011,"Navarra, Comunidad Foral de",both,upper_quartile,31098.96
2010,"Navarra, Comunidad Foral de",both,upper_quartile,29813.77
2009,"Navarra, Comunidad Foral de",both,upper_quartile,30200.5
2008,"Navarra, Comunidad Foral de",both,upper_quartile,29766.66
2017,"Navarra, Comunidad Foral de",both,90th_percentile,43798.52
2016,"Navarra, Comunidad Foral de",both,90th_percentile,43388.32
2015,"Navarra, Comunidad Foral de",both,90th_percentile,42123.2
2014,"Navarra, Comunidad Foral de",both,90th_percentile,40996.45
2013,"Navarra, Comunidad Foral de",both,90th_percentile,40487.47
2012,"Navarra, Comunidad Foral de",both,90th_percentile,39747.7
2011,"Navarra, Comunidad Foral de",both,90th_percentile,40218.52
2010,"Navarra, Comunidad Foral de",both,90th_percentile,38956.76
2009,"Navarra, Comunidad Foral de",both,90th_percentile,38798.64
2008,"Navarra, Comunidad Foral de",both,90th_percentile,37822.7
2017,"Navarra, Comunidad Foral de",female,mean,21898.57
2016,"Navarra, Comunidad Foral de",female,mean,20946.0
2015,"Navarra, Comunidad Foral de",female,mean,20563.08
2014,"Navarra, Comunidad Foral de",female,mean,20163.1
2013,"Navarra, Comunidad Foral de",female,mean,19364.43
2012,"Navarra, Comunidad Foral de",female,mean,19462.13
2011,"Navarra, Comunidad Foral de",female,mean,19977.24
2010,"Navarra, Comunidad Foral de",female,mean,19927.15
2009,"Navarra, Comunidad Foral de",female,mean,19487.55
2008,"Navarra, Comunidad Foral de",female,mean,19212.76
2017,"Navarra, Comunidad Foral de",female,10th_percentile,8542.04
2016,"Navarra, Comunidad Foral de",female,10th_percentile,7526.25
2015,"Navarra, Comunidad Foral de",female,10th_percentile,6686.39
2014,"Navarra, Comunidad Foral de",female,10th_percentile,7290.8
2013,"Navarra, Comunidad Foral de",female,10th_percentile,6049.11
2012,"Navarra, Comunidad Foral de",female,10th_percentile,6849.33
2011,"Navarra, Comunidad Foral de",female,10th_percentile,7391.01
2010,"Navarra, Comunidad Foral de",female,10th_percentile,7304.54
2009,"Navarra, Comunidad Foral de",female,10th_percentile,6485.99
2008,"Navarra, Comunidad Foral de",female,10th_percentile,7450.08
2017,"Navarra, Comunidad Foral de",female,lower_quartile,13073.35
2016,"Navarra, Comunidad Foral de",female,lower_quartile,12484.41
2015,"Navarra, Comunidad Foral de",female,lower_quartile,11726.41
2014,"Navarra, Comunidad Foral de",female,lower_quartile,11954.11
2013,"Navarra, Comunidad Foral de",female,lower_quartile,11164.12
2012,"Navarra, Comunidad Foral de",female,lower_quartile,11623.38
2011,"Navarra, Comunidad Foral de",female,lower_quartile,12125.75
2010,"Navarra, Comunidad Foral de",female,lower_quartile,12350.65
2009,"Navarra, Comunidad Foral de",female,lower_quartile,11986.88
2008,"Navarra, Comunidad Foral de",female,lower_quartile,12036.96
2017,"Navarra, Comunidad Foral de",female,median,19740.36
2016,"Navarra, Comunidad Foral de",female,median,19009.17
2015,"Navarra, Comunidad Foral de",female,median,18597.38
2014,"Navarra, Comunidad Foral de",female,median,18047.26
2013,"Navarra, Comunidad Foral de",female,median,17667.6
2012,"Navarra, Comunidad Foral de",female,median,17807.06
2011,"Navarra, Comunidad Foral de",female,median,18480.46
2010,"Navarra, Comunidad Foral de",female,median,18188.13
2009,"Navarra, Comunidad Foral de",female,median,17933.01
2008,"Navarra, Comunidad Foral de",female,median,17073.42
2017,"Navarra, Comunidad Foral de",female,upper_quartile,27624.2
2016,"Navarra, Comunidad Foral de",female,upper_quartile,26875.45
2015,"Navarra, Comunidad Foral de",female,upper_quartile,26406.06
2014,"Navarra, Comunidad Foral de",female,upper_quartile,26052.18
2013,"Navarra, Comunidad Foral de",female,upper_quartile,24648.25
2012,"Navarra, Comunidad Foral de",female,upper_quartile,24548.3
2011,"Navarra, Comunidad Foral de",female,upper_quartile,25110.96
2010,"Navarra, Comunidad Foral de",female,upper_quartile,25260.11
2009,"Navarra, Comunidad Foral de",female,upper_quartile,24633.33
2008,"Navarra, Comunidad Foral de",female,upper_quartile,23829.72
2017,"Navarra, Comunidad Foral de",female,90th_percentile,37860.34
2016,"Navarra, Comunidad Foral de",female,90th_percentile,37321.89
2015,"Navarra, Comunidad Foral de",female,90th_percentile,37045.66
2014,"Navarra, Comunidad Foral de",female,90th_percentile,34914.94
2013,"Navarra, Comunidad Foral de",female,90th_percentile,34231.07
2012,"Navarra, Comunidad Foral de",female,90th_percentile,33819.46
2011,"Navarra, Comunidad Foral de",female,90th_percentile,34593.47
2010,"Navarra, Comunidad Foral de",female,90th_percentile,33636.19
2009,"Navarra, Comunidad Foral de",female,90th_percentile,33599.46
2008,"Navarra, Comunidad Foral de",female,90th_percentile,32223.95
2017,"Navarra, Comunidad Foral de",male,mean,29699.1
2016,"Navarra, Comunidad Foral de",male,mean,29098.99
2015,"Navarra, Comunidad Foral de",male,mean,28727.37
2014,"Navarra, Comunidad Foral de",male,mean,28659.74
2013,"Navarra, Comunidad Foral de",male,mean,27848.15
2012,"Navarra, Comunidad Foral de",male,mean,27632.8
2011,"Navarra, Comunidad Foral de",male,mean,27834.48
2010,"Navarra, Comunidad Foral de",male,mean,26982.49
2009,"Navarra, Comunidad Foral de",male,mean,26755.77
2008,"Navarra, Comunidad Foral de",male,mean,26635.75
2017,"Navarra, Comunidad Foral de",male,10th_percentile,13480.12
2016,"Navarra, Comunidad Foral de",male,10th_percentile,12714.2
2015,"Navarra, Comunidad Foral de",male,10th_percentile,12872.12
2014,"Navarra, Comunidad Foral de",male,10th_percentile,13266.96
2013,"Navarra, Comunidad Foral de",male,10th_percentile,11608.35
2012,"Navarra, Comunidad Foral de",male,10th_percentile,12116.83
2011,"Navarra, Comunidad Foral de",male,10th_percentile,13129.91
2010,"Navarra, Comunidad Foral de",male,10th_percentile,11205.36
2009,"Navarra, Comunidad Foral de",male,10th_percentile,13783.34
2008,"Navarra, Comunidad Foral de",male,10th_percentile,13438.94
2017,"Navarra, Comunidad Foral de",male,lower_quartile,20017.26
2016,"Navarra, Comunidad Foral de",male,lower_quartile,19078.73
2015,"Navarra, Comunidad Foral de",male,lower_quartile,19416.95
2014,"Navarra, Comunidad Foral de",male,lower_quartile,19989.76
2013,"Navarra, Comunidad Foral de",male,lower_quartile,18769.29
2012,"Navarra, Comunidad Foral de",male,lower_quartile,19226.93
2011,"Navarra, Comunidad Foral de",male,lower_quartile,19732.6
2010,"Navarra, Comunidad Foral de",male,lower_quartile,18593.62
2009,"Navarra, Comunidad Foral de",male,lower_quartile,18991.4
2008,"Navarra, Comunidad Foral de",male,lower_quartile,19000.94
2017,"Navarra, Comunidad Foral de",male,median,26794.06
2016,"Navarra, Comunidad Foral de",male,median,26322.04
2015,"Navarra, Comunidad Foral de",male,median,26137.94
2014,"Navarra, Comunidad Foral de",male,median,25900.32
2013,"Navarra, Comunidad Foral de",male,median,25734.01
2012,"Navarra, Comunidad Foral de",male,median,25401.59
2011,"Navarra, Comunidad Foral de",male,median,25869.34
2010,"Navarra, Comunidad Foral de",male,median,24699.19
2009,"Navarra, Comunidad Foral de",male,median,24499.72
2008,"Navarra, Comunidad Foral de",male,median,24983.72
2017,"Navarra, Comunidad Foral de",male,upper_quartile,36590.82
2016,"Navarra, Comunidad Foral de",male,upper_quartile,36113.63
2015,"Navarra, Comunidad Foral de",male,upper_quartile,35331.91
2014,"Navarra, Comunidad Foral de",male,upper_quartile,34919.77
2013,"Navarra, Comunidad Foral de",male,upper_quartile,34505.92
2012,"Navarra, Comunidad Foral de",male,upper_quartile,34224.48
2011,"Navarra, Comunidad Foral de",male,upper_quartile,34223.45
2010,"Navarra, Comunidad Foral de",male,upper_quartile,32534.65
2009,"Navarra, Comunidad Foral de",male,upper_quartile,32785.52
2008,"Navarra, Comunidad Foral de",male,upper_quartile,32498.86
2017,"Navarra, Comunidad Foral de",male,90th_percentile,46927.07
2016,"Navarra, Comunidad Foral de",male,90th_percentile,46918.59
2015,"Navarra, Comunidad Foral de",male,90th_percentile,45693.03
2014,"Navarra, Comunidad Foral de",male,90th_percentile,45553.64
2013,"Navarra, Comunidad Foral de",male,90th_percentile,44753.27
2012,"Navarra, Comunidad Foral de",male,90th_percentile,43829.6
2011,"Navarra, Comunidad Foral de",male,90th_percentile,43372.68
2010,"Navarra, Comunidad Foral de",male,90th_percentile,42081.96
2009,"Navarra, Comunidad Foral de",male,90th_percentile,41681.34
2008,"Navarra, Comunidad Foral de",male,90th_percentile,40321.34
2017,País Vasco,both,mean,28204.49
2016,País Vasco,both,mean,27480.71
2015,País Vasco,both,mean,27571.31
2014,País Vasco,both,mean,27786.57
2013,País Vasco,both,mean,26915.07
2012,País Vasco,both,mean,26535.61
2011,País Vasco,both,mean,26370.36
2010,País Vasco,both,mean,26593.7
2009,País Vasco,both,mean,26162.45
2008,País Vasco,both,mean,25547.13
2017,País Vasco,both,10th_percentile,10126.72
2016,País Vasco,both,10th_percentile,9549.97
2015,País Vasco,both,10th_percentile,9876.0
2014,País Vasco,both,10th_percentile,9087.11
2013,País Vasco,both,10th_percentile,9397.69
2012,País Vasco,both,10th_percentile,9057.48
2011,País Vasco,both,10th_percentile,9596.42
2010,País Vasco,both,10th_percentile,9725.86
2009,País Vasco,both,10th_percentile,10248.5
2008,País Vasco,both,10th_percentile,9996.0
2017,País Vasco,both,lower_quartile,16997.0
2016,País Vasco,both,lower_quartile,16233.05
2015,País Vasco,both,lower_quartile,16617.8
2014,País Vasco,both,lower_quartile,16780.23
2013,País Vasco,both,lower_quartile,15951.23
2012,País Vasco,both,lower_quartile,16379.11
2011,País Vasco,both,lower_quartile,16552.0
2010,País Vasco,both,lower_quartile,16544.33
2009,País Vasco,both,lower_quartile,16400.34
2008,País Vasco,both,lower_quartile,15984.69
2017,País Vasco,both,median,25584.0
2016,País Vasco,both,median,24939.0
2015,País Vasco,both,median,25171.7
2014,País Vasco,both,median,25600.93
2013,País Vasco,both,median,23728.74
2012,País Vasco,both,median,23974.14
2011,País Vasco,both,median,24197.46
2010,País Vasco,both,median,23799.14
2009,País Vasco,both,median,23855.99
2008,País Vasco,both,median,23143.68
2017,País Vasco,both,upper_quartile,36944.0
2016,País Vasco,both,upper_quartile,36137.22
2015,País Vasco,both,upper_quartile,35972.97
2014,País Vasco,both,upper_quartile,36831.9
2013,País Vasco,both,upper_quartile,35099.3
2012,País Vasco,both,upper_quartile,34568.08
2011,País Vasco,both,upper_quartile,34694.0
2010,País Vasco,both,upper_quartile,34350.63
2009,País Vasco,both,upper_quartile,34052.95
2008,País Vasco,both,upper_quartile,32833.2
2017,País Vasco,both,90th_percentile,46946.0
2016,País Vasco,both,90th_percentile,46823.0
2015,País Vasco,both,90th_percentile,45838.61
2014,País Vasco,both,90th_percentile,47126.71
2013,País Vasco,both,90th_percentile,45945.0
2012,País Vasco,both,90th_percentile,44429.25
2011,País Vasco,both,90th_percentile,42912.74
2010,País Vasco,both,90th_percentile,45612.02
2009,País Vasco,both,90th_percentile,43083.24
2008,País Vasco,both,90th_percentile,42336.35
2017,País Vasco,female,mean,24165.97
2016,País Vasco,female,mean,23428.18
2015,País Vasco,female,mean,23537.06
2014,País Vasco,female,mean,23781.55
2013,País Vasco,female,mean,22687.39
2012,País Vasco,female,mean,22313.41
